domestic_player_key,domestic_player_name,role,domestic_sample,domestic_impact_score,domestic_impact_percentile,domestic_profile_type,match_rank,ipl_player_key,ipl_player_name,ipl_sample,ipl_impact_score,ipl_impact_percentile,ipl_profile_type,distance,similarity_score
c6272773,Shivam Chauhan,bat,22.0,0.2723710898641366,67.65957446808511,Balanced batting group,3,6b71e6cf,KC Sangakkara,68.0,0.2415401119290693,60.57142857142858,Balanced batting group,0.7386640558101806,57.515423790941675
c88c8a7d,Akshay Wadkar,bat,18.0,-0.6005826945013073,11.063829787234042,Balanced batting group,1,ad427b5c,Lalit Yadav,21.0,-0.3765542785099856,24.857142857142858,Balanced batting group,0.9203975555300189,52.072551181935125
c88c8a7d,Akshay Wadkar,bat,18.0,-0.6005826945013073,11.063829787234042,Balanced batting group,2,8291f939,AL Menaria,23.0,-0.22073864392921058,32.857142857142854,Balanced batting group,0.9644035972803933,50.90603587696764
c88c8a7d,Akshay Wadkar,bat,18.0,-0.6005826945013073,11.063829787234042,Balanced batting group,3,cf73ad76,JEC Franklin,16.0,-0.1638173169835694,36.285714285714285,Balanced batting group,0.979041919350569,50.529500675162765
cb932841,AKS Bains,bat,23.0,-0.10138432698318761,40.42553191489361,Balanced batting group,1,af2c687b,C Munro,11.0,0.04417309075516481,49.714285714285715,Balanced batting group,0.9041651507489213,52.51645318719824
cb932841,AKS Bains,bat,23.0,-0.10138432698318761,40.42553191489361,Balanced batting group,2,b5da6c24,PA Patel,136.0,0.15219120625724228,56.285714285714285,Balanced batting group,0.999716697851863,50.0070835570969
cb932841,AKS Bains,bat,23.0,-0.10138432698318761,40.42553191489361,Balanced batting group,3,bd54eef5,N Jagadeesan,10.0,-0.13353121436862267,38.285714285714285,Balanced batting group,1.0391359948612995,49.04037800911946
cc8531c2,Vishal Kushwah,bat,18.0,0.5944389005496898,83.40425531914893,High-impact power hitters,1,6b2ff18f,SB Dubey,16.0,0.3324713763500404,66.28571428571428,High-impact power hitters,1.0703366075456027,48.30132435254123
cc8531c2,Vishal Kushwah,bat,18.0,0.5944389005496898,83.40425531914893,High-impact power hitters,2,fb66ce1f,CH Morris,49.0,0.31465812120685166,65.42857142857143,High-impact power hitters,1.386651368488024,41.8997099116958
cc8531c2,Vishal Kushwah,bat,18.0,0.5944389005496898,83.40425531914893,High-impact power hitters,3,d7423da1,S Arora,10.0,0.26976498032530205,62.0,High-impact power hitters,1.6042296339495745,38.399071532082985
ccae927b,Azim Kazi,bat,21.0,-0.1708107373405881,34.8936170212766,Balanced batting group,1,896d78ad,AD Mathews,41.0,-0.06104326280714651,43.142857142857146,Balanced batting group,0.4502473271890169,68.95375576649249
